weibo_id,file,meta_total_retweets,meta_crawled_retweets,coverage,log_meta_crawled_retweets,root_log_followers,root_verified,root_verified_type,pub_hour,pub_weekday,pub_is_weekend,pub_is_night,n_obs,time_to_5h,time_to_10h,time_to_20h,interval_mean,interval_std,interval_min,interval_max,interval_burstiness,interval_q10,interval_q50,interval_q90,bin_inc_1,bin_cum_1,bin_inc_2,bin_cum_2,bin_inc_3,bin_cum_3,bin_inc_4,bin_cum_4,bin_inc_5,bin_cum_5,bin_inc_6,bin_cum_6,bin_inc_7,bin_cum_7,bin_inc_8,bin_cum_8,bin_inc_9,bin_cum_9,bin_inc_10,bin_cum_10,bin_inc_11,bin_cum_11,bin_inc_12,bin_cum_12,max_depth,mean_depth,depth_entropy,max_out_degree,top5_mean_out_degree,gini_out_degree,hhi_out_degree,max_log_followers,mean_log_followers,top5_mean_log_followers,time_of_max_follower_h,verified_ratio,verified_early10
5241962107242481,retweet_tree_5241962107242481.json,377.0,361.0,0.9575596816976127,5.8916442118257715,12.47639363269488,1,2,15,1,0,0,118,0.058055555555555555,0.07444444444444444,0.1622222222222222,60.572649572649574,78.00452717952422,1.0,575.0,0.12579183683363068,9.0,39.0,132.20000000000002,20,20,11,31,11,42,14,56,1,57,9,66,9,75,8,83,9,92,12,104,5,109,9,118,1,1.0,-1.000088900581841e-12,118.0,118.0,0.0,0.9999999999999831,0.0,0.0,0.0,0.008888888888888889,0.0,0.0
5241969297326297,retweet_tree_5241969297326297.json,122.0,114.0,0.9344262295081968,4.74493212836325,16.920944321498652,1,7,15,1,0,0,73,0.0575,0.10916666666666666,0.27555555555555555,96.09722222222223,101.6520699524475,1.0,486.0,0.028090354555194774,11.0,59.5,246.2,13,13,11,24,12,36,3,39,6,45,4,49,5,54,6,60,3,63,4,67,4,71,2,73,1,1.0,-1.000088900581841e-12,73.0,73.0,0.0,0.9999999999999727,0.0,0.0,0.0,0.025555555555555557,0.0,0.0
5241981926116283,retweet_tree_5241981926116283.json,171.0,144.0,0.8421052631578947,4.976733742420574,14.933832332336118,1,0,16,1,0,0,21,0.2852777777777778,0.38,1.8327777777777778,347.85,443.71536766264927,1.0,1943.0,0.12110859264310982,4.6000000000000005,225.0,655.6000000000004,1,1,8,9,1,10,0,10,0,10,2,12,1,13,2,15,2,17,1,18,2,20,1,21,1,1.0,-1.000088900581841e-12,21.0,21.0,0.0,0.999999999999905,0.0,0.0,0.0,0.043611111111111114,0.0,0.0
5241983396479474,retweet_tree_5241983396479474.json,234.0,197.0,0.8418803418803419,5.288267030694535,16.920916273125513,1,7,16,1,0,0,74,0.06222222222222222,0.11388888888888889,0.24666666666666667,93.08219178082192,114.14299532383696,0.0,543.0,0.10163245036607593,7.2,51.0,225.79999999999995,15,15,9,24,4,28,4,32,10,42,10,52,6,58,4,62,4,66,6,72,1,73,1,74,2,1.027027027027027,0.1242508373876309,72.0,37.0,0.472972972972973,0.9474068663257599,0.0,0.0,0.0,0.042222222222222223,0.0,0.0
5242014155149657,retweet_tree_5242014155149657.json,222.0,198.0,0.8918918918918919,5.293304824724492,18.755710240324195,1,3,18,1,0,0,75,0.05138888888888889,0.10361111111111111,0.31833333333333336,96.0,110.10277753817849,1.0,591.0,0.06842594605774338,9.900000000000002,55.5,252.00000000000009,13,13,7,20,3,23,6,29,6,35,7,42,14,56,5,61,2,63,3,66,3,69,6,75,1,1.0,-1.000088900581841e-12,75.0,75.0,0.0,0.9999999999999736,0.0,0.0,0.0,0.01138888888888889,0.0,0.0
5242015014981594,retweet_tree_5242015014981594.json,445.0,407.0,0.9146067415730337,6.0112671744041615,18.755710419153427,1,3,18,1,0,0,146,0.020555555555555556,0.051944444444444446,0.11444444444444445,48.689655172413794,68.74977288904223,0.0,360.0,0.17081246092352378,0.0,23.0,136.39999999999995,24,24,10,34,22,56,12,68,10,78,6,84,4,88,8,96,4,100,9,109,32,141,5,146,1,1.0,-1.000088900581841e-12,146.0,146.0,0.0,0.9999999999999865,0.0,0.0,0.0,0.0038888888888888888,0.0,0.0
5242029271417282,retweet_tree_5242029271417282.json,384.0,208.0,0.5416666666666666,5.342334251964811,14.616824463092177,1,0,19,1,0,0,44,0.06527777777777778,0.14944444444444444,0.5533333333333333,162.11627906976744,189.39563725020304,1.0,884.0,0.07760578493618984,6.200000000000001,84.0,414.20000000000005,11,11,5,16,2,18,5,23,8,31,2,33,3,36,3,39,1,40,2,42,1,43,1,44,1,1.0,-1.000088900581841e-12,44.0,44.0,0.0,0.9999999999999545,0.0,0.0,0.0,0.025833333333333333,0.0,0.0
5242245956503323,retweet_tree_5242245956503323.json,230.0,196.0,0.8521739130434782,5.2832037287379885,12.819919551078568,1,3,10,2,0,0,103,0.016944444444444446,0.042777777777777776,0.10694444444444444,63.166666666666664,104.44823122741691,0.0,805.0,0.2462881586267839,2.1000000000000014,28.5,158.20000000000005,26,26,19,45,19,64,7,71,8,79,8,87,4,91,3,94,3,97,3,100,3,103,0,103,1,1.0,-1.000088900581841e-12,103.0,103.0,0.0,0.9999999999999807,0.0,0.0,0.0,0.01,0.0,0.0
5242343663863036,retweet_tree_5242343663863036.json,327.0,246.0,0.7522935779816514,5.5093883366279774,9.062652099076578,1,0,16,2,0,0,45,0.16472222222222221,0.4361111111111111,0.8980555555555556,159.88636363636363,166.17244820162674,5.0,704.0,0.01927898997677294,17.799999999999997,81.0,384.8000000000001,5,5,4,9,4,13,3,16,3,19,2,21,1,22,1,23,3,26,9,35,3,38,7,45,2,1.0222222222222221,0.10656595882602,44.0,22.5,0.47777777777777786,0.9565432098765007,0.0,0.0,0.0,0.035833333333333335,0.0,0.0
5242366409837746,retweet_tree_5242366409837746.json,188.0,178.0,0.9468085106382979,5.187385805840755,16.25274506836016,1,7,18,2,0,0,70,0.035555555555555556,0.075,0.13111111111111112,96.92753623188406,171.42305654205242,0.0,1139.0,0.2776052012410674,5.0,44.0,216.20000000000002,21,21,13,34,12,46,4,50,6,56,0,56,3,59,3,62,4,66,0,66,2,68,2,70,1,1.0,-1.000088900581841e-12,70.0,70.0,0.0,0.9999999999999716,0.0,0.0,0.0,0.007222222222222222,0.0,0.0
5242371279162434,retweet_tree_5242371279162434.json,967.0,313.0,0.32368148914167527,5.749392985908253,12.200230614046541,1,0,18,2,0,0,132,0.018055555555555554,0.022222222222222223,0.043055555555555555,54.587786259541986,84.42575402344711,0.0,576.0,0.21464072998331057,2.0,27.0,149.0,44,44,21,65,15,80,8,88,11,99,7,106,9,115,5,120,1,121,3,124,3,127,5,132,1,1.0,-1.000088900581841e-12,132.0,132.0,0.0,0.9999999999999849,0.0,0.0,0.0,0.011944444444444445,0.0,0.0
5242437108761583,retweet_tree_5242437108761583.json,511.0,442.0,0.8649706457925636,6.093569770045136,13.411252720811175,1,0,22,2,0,1,272,0.01861111111111111,0.024722222222222222,0.03944444444444444,24.89667896678967,34.55340307766358,0.0,284.0,0.16243415952989243,2.0,11.0,69.0,70,70,57,127,34,161,20,181,15,196,22,218,12,230,16,246,11,257,6,263,5,268,4,272,2,1.0036764705882353,0.024279270491060035,271.0,136.0,0.4963235294117647,0.9926740916954943,0.0,0.0,0.0,0.012222222222222223,0.0,0.0
5242586144966415,retweet_tree_5242586144966415.json,353.0,343.0,0.9716713881019831,5.840641657373398,18.54617739305172,1,3,8,3,0,0,181,0.011111111111111112,0.035,0.10027777777777777,39.93333333333333,45.98388606651006,0.0,297.0,0.07042305111177467,5.0,23.0,101.29999999999998,34,34,31,65,25,90,14,104,17,121,6,127,13,140,11,151,5,156,9,165,6,171,10,181,1,1.0,-1.000088900581841e-12,181.0,181.0,0.0,0.9999999999999889,0.0,0.0,0.0,0.0019444444444444444,0.0,0.0
5242757014886669,retweet_tree_5242757014886669.json,301.0,164.0,0.5448504983388704,5.10594547390058,15.570496596997737,1,0,19,3,0,0,54,0.041666666666666664,0.058611111111111114,0.15666666666666668,129.03773584905662,175.85767854804516,2.0,791.0,0.15356066535657806,10.0,52.0,397.2000000000001,20,20,13,33,4,37,1,38,5,43,1,44,2,46,3,49,0,49,2,51,1,52,2,54,1,1.0,-1.000088900581841e-12,54.0,54.0,0.0,0.9999999999999629,0.0,0.0,0.0,0.0077777777777777776,0.0,0.0
5242776205656159,retweet_tree_5242776205656159.json,446.0,342.0,0.7668161434977578,5.8377304471659395,6.016157159698354,0,-1,21,3,0,0,125,0.19611111111111112,0.22277777777777777,0.2683333333333333,56.46774193548387,73.68486029597007,0.0,487.0,0.13228408856450308,10.0,33.0,112.50000000000001,1,1,23,24,15,39,24,63,10,73,14,87,4,91,7,98,7,105,8,113,4,117,8,125,2,1.144,0.41215872186386177,107.0,24.4,0.7869999999999999,0.7384959999999884,0.0,0.0,0.0,0.04083333333333333,0.0,0.0
5242787356478934,retweet_tree_5242787356478934.json,637.0,563.0,0.8838304552590267,6.335054251498059,11.750807863869403,1,0,21,3,0,0,345,0.0075,0.015833333333333335,0.025555555555555557,20.575581395348838,31.51771534353233,0.0,204.0,0.2100487900205508,1.0,8.0,59.39999999999998,103,103,85,188,32,220,24,244,22,266,16,282,18,300,9,309,9,318,12,330,9,339,6,345,2,1.008695652173913,0.049918014300619755,342.0,115.0,0.6589371980676328,0.9827263180004143,0.0,0.0,0.0,0.0038888888888888888,0.0,0.0
5243074504557742,retweet_tree_5243074504557742.json,204.0,194.0,0.9509803921568627,5.272999558563747,18.754899063839122,1,3,16,4,0,0,137,0.04138888888888889,0.1125,0.2708333333333333,49.75735294117647,76.95295510164267,0.0,695.0,0.2146281749332975,0.0,26.0,115.0,13,13,10,23,3,26,14,40,16,56,15,71,14,85,12,97,31,128,1,129,5,134,3,137,1,1.0,-1.000088900581841e-12,137.0,137.0,0.0,0.9999999999999856,0.0,0.0,0.0,0.015833333333333335,0.0,0.0
5243700625018224,retweet_tree_5243700625018224.json,384.0,377.0,0.9817708333333334,5.934894195619588,6.761572768804055,0,-1,10,6,1,0,48,1.2402777777777778,1.3458333333333334,1.8375,65.36170212765957,86.81195758696775,0.0,353.0,0.1409590562488544,3.6000000000000005,31.0,183.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,9,3,12,4,16,3,19,29,48,1,1.0,-1.000088900581841e-12,48.0,48.0,0.0,0.9999999999999583,0.0,0.0,0.0,1.1444444444444444,0.0,0.0
5243743500501597,retweet_tree_5243743500501597.json,366.0,347.0,0.9480874316939891,5.8522024797744745,9.864278839310847,0,-1,13,6,1,0,225,0.07777777777777778,0.09694444444444444,0.1675,31.107142857142858,39.146897601684024,0.0,233.0,0.11443832542632121,2.0,16.5,79.60000000000014,19,19,27,46,22,68,36,104,44,148,19,167,15,182,11,193,13,206,7,213,8,221,4,225,1,1.0,-1.000088900581841e-12,225.0,225.0,0.0,0.9999999999999911,0.0,0.0,0.0,0.01972222222222222,0.0,0.0
5243754007234852,retweet_tree_5243754007234852.json,427.0,303.0,0.7096018735362998,5.717027701406222,9.337149218839878,1,0,13,6,1,0,42,0.17972222222222223,0.3,1.1894444444444445,169.8048780487805,262.1947906974652,1.0,1301.0,0.21386570252893883,11.0,74.0,482.0,4,4,6,10,0,10,1,11,0,11,3,14,3,17,7,24,2,26,5,31,7,38,4,42,2,1.2380952380952381,0.5488743844829944,32.0,21.0,0.26190476190476186,0.6371882086167497,0.0,0.0,0.0,0.06527777777777778,0.0,0.0
5243825569399469,retweet_tree_5243825569399469.json,380.0,354.0,0.9315789473684211,5.872117789475416,11.62143900461946,0,-1,18,6,1,0,211,0.0175,0.03138888888888889,0.07388888888888889,33.98095238095238,49.37195675055512,0.0,354.0,0.18464867669249616,2.0,15.0,84.59999999999997,63,63,27,90,23,113,19,132,20,152,15,167,10,177,9,186,5,191,4,195,6,201,10,211,1,1.0,-1.000088900581841e-12,211.0,211.0,0.0,0.9999999999999907,0.0,0.0,0.0,0.010277777777777778,0.0,0.0
5243882455438043,retweet_tree_5243882455438043.json,630.0,596.0,0.946031746031746,6.391917113392602,13.731132800860435,1,3,22,6,1,1,560,0.008055555555555555,0.009444444444444445,0.01138888888888889,12.524150268336316,64.43642321544793,0.0,941.0,0.6745307447332061,0.0,1.0,15.0,405,405,83,488,35,523,16,539,8,547,5,552,3,555,2,557,1,558,0,558,1,559,1,560,2,1.0035714285714286,0.023689291995246005,558.0,280.0,0.49642857142857144,0.9928826530612207,0.0,0.0,0.0,0.0030555555555555557,0.0,0.0
5243887801079638,retweet_tree_5243887801079638.json,303.0,274.0,0.9042904290429042,5.616771097666572,6.284134161070802,0,-1,22,6,1,1,153,0.08527777777777777,0.13027777777777777,0.18611111111111112,46.0,65.26796989900056,0.0,421.0,0.17316726382705067,4.100000000000001,23.0,126.90000000000006,14,14,48,62,24,86,22,108,9,117,6,123,4,127,4,131,9,140,6,146,4,150,3,153,2,1.0130718954248366,0.06968269446119711,151.0,51.0,0.65359477124183,0.9741125208253111,0.0,0.0,0.0,0.023055555555555555,0.0,0.0
5243906582643436,retweet_tree_5243906582643436.json,311.0,289.0,0.9292604501607717,5.66988092298052,15.510881366036003,1,7,0,0,0,1,201,0.009166666666666667,0.012777777777777779,0.020277777777777777,30.0,74.38097875129098,0.0,525.0,0.4251826269711241,1.0,5.0,70.39999999999998,120,120,30,150,19,169,8,177,8,185,8,193,2,195,1,196,1,197,3,200,1,201,0,201,1,1.0,-1.000088900581841e-12,201.0,201.0,0.0,0.99999999999999,0.0,0.0,0.0,0.006111111111111111,0.0,0.0
5244089638584761,retweet_tree_5244089638584761.json,295.0,289.0,0.9796610169491525,5.66988092298052,12.408033417576476,1,0,12,0,0,0,87,0.05138888888888889,0.1688888888888889,0.28944444444444445,83.23255813953489,229.07781121516408,0.0,1988.0,0.46698818670983333,3.5,23.5,176.5,9,9,24,33,26,59,7,66,7,73,3,76,0,76,0,76,1,77,2,79,2,81,6,87,1,1.0,-1.000088900581841e-12,87.0,87.0,0.0,0.9999999999999771,0.0,0.0,0.0,0.006944444444444444,0.0,0.0
5244110774207384,retweet_tree_5244110774207384.json,495.0,462.0,0.9333333333333333,6.137727054086234,14.46522243645506,1,3,13,0,0,0,107,0.4161111111111111,0.5877777777777777,0.7463888888888889,65.98113207547169,73.76415516629774,0.0,394.0,0.05569435109007188,5.0,44.0,141.0,2,2,1,3,5,8,7,15,18,33,16,49,9,58,14,72,12,84,5,89,8,97,10,107,1,1.0,-1.000088900581841e-12,107.0,107.0,0.0,0.9999999999999813,0.0,0.0,0.0,0.051111111111111114,0.0,0.0
5244211625728476,retweet_tree_5244211625728476.json,254.0,221.0,0.8700787401574803,5.402677381872279,15.510874024762591,1,7,20,0,0,0,116,0.015833333333333335,0.06472222222222222,0.21611111111111111,59.54782608695652,80.28798637494695,1.0,617.0,0.14831794461551712,6.0,32.0,127.40000000000003,15,15,7,22,1,23,8,31,4,35,5,40,9,49,22,71,22,93,11,104,9,113,3,116,1,1.0,-1.000088900581841e-12,116.0,116.0,0.0,0.9999999999999829,0.0,0.0,0.0,0.006944444444444444,0.0,0.0
5244247398943355,retweet_tree_5244247398943355.json,286.0,269.0,0.9405594405594405,5.598421958998375,13.07236187986678,1,0,22,0,0,1,143,0.07611111111111112,0.1,0.18805555555555556,48.54929577464789,54.262608382920114,0.0,293.0,0.055570535874095744,4.0,31.0,124.40000000000003,16,16,22,38,18,56,14,70,14,84,12,96,9,105,6,111,14,125,6,131,6,137,6,143,1,1.0,-1.000088900581841e-12,143.0,143.0,0.0,0.999999999999986,0.0,0.0,0.0,0.05527777777777778,0.0,0.0
5244389854024532,retweet_tree_5244389854024532.json,267.0,242.0,0.9063670411985019,5.493061443340548,15.510867784637819,1,7,8,1,0,0,65,0.04972222222222222,0.09472222222222222,0.31833333333333336,108.578125,111.5988637777481,1.0,453.0,0.013719593471220098,12.0,61.0,255.60000000000005,16,16,4,20,6,26,5,31,3,34,4,38,4,42,7,49,7,56,1,57,5,62,3,65,1,1.0,-1.000088900581841e-12,65.0,65.0,0.0,0.9999999999999694,0.0,0.0,0.0,0.0125,0.0,0.0
5244902817667059,retweet_tree_5244902817667059.json,562.0,452.0,0.8042704626334519,6.115892125483034,18.755331479790676,1,3,18,2,0,0,90,0.08916666666666667,0.1525,0.2513888888888889,78.49438202247191,85.53718208475263,0.0,431.0,0.042935639250973455,8.0,43.0,187.60000000000002,13,13,13,26,11,37,9,46,5,51,9,60,5,65,6,71,8,79,2,81,3,84,6,90,1,1.0,-1.000088900581841e-12,90.0,90.0,0.0,0.9999999999999778,0.0,0.0,0.0,0.056666666666666664,0.0,0.0
5244915073946332,retweet_tree_5244915073946332.json,374.0,322.0,0.8609625668449198,5.777652323222656,18.755331401075996,1,3,18,2,0,0,62,0.04972222222222222,0.11388888888888889,0.3322222222222222,115.34426229508196,119.07937637103583,1.0,674.0,0.01593318019124206,11.0,87.0,249.0,14,14,6,20,6,26,6,32,3,35,4,39,6,45,1,46,3,49,7,56,4,60,2,62,1,1.0,-1.000088900581841e-12,62.0,62.0,0.0,0.9999999999999676,0.0,0.0,0.0,0.017777777777777778,0.0,0.0
5244983692498052,retweet_tree_5244983692498052.json,274.0,235.0,0.8576642335766423,5.4638318050256105,18.755331472634793,1,3,23,2,0,1,65,0.11055555555555556,0.1613888888888889,0.29694444444444446,105.140625,117.21079664267015,0.0,711.0,0.05428421169290978,5.600000000000001,71.5,211.10000000000002,10,10,12,22,11,33,7,40,4,44,4,48,2,50,5,55,3,58,2,60,4,64,1,65,1,1.0,-1.000088900581841e-12,65.0,65.0,0.0,0.9999999999999694,0.0,0.0,0.0,0.04388888888888889,0.0,0.0
5245098524150475,retweet_tree_5245098524150475.json,442.0,395.0,0.8936651583710408,5.981414211254481,18.755331386764233,1,3,7,3,0,0,147,0.042777777777777776,0.07611111111111112,0.11583333333333333,49.013698630136986,53.46551651469524,0.0,294.0,0.043441178567444824,4.0,31.5,110.0,27,27,18,45,17,62,4,66,13,79,9,88,11,99,11,110,8,118,8,126,11,137,10,147,1,1.0,-1.000088900581841e-12,147.0,147.0,0.0,0.9999999999999865,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0
5245151458887081,retweet_tree_5245151458887081.json,270.0,226.0,0.837037037037037,5.424950017481403,18.755320359491762,1,3,10,3,0,0,71,0.11611111111111111,0.22,0.3888888888888889,94.1,116.55288805639144,0.0,506.0,0.1065871361344965,0.0,37.0,255.50000000000006,8,8,5,13,11,24,5,29,6,35,18,53,4,57,1,58,4,62,2,64,5,69,2,71,1,1.0,-1.000088900581841e-12,71.0,71.0,0.0,0.999999999999972,0.0,0.0,0.0,0.06055555555555556,0.0,0.0
5245208438768605,retweet_tree_5245208438768605.json,478.0,363.0,0.7594142259414226,5.8971538676367405,18.7553203523358,1,3,14,3,0,0,77,0.05361111111111111,0.15083333333333335,0.2436111111111111,92.39473684210526,121.59889617610243,0.0,587.0,0.13647209462307847,0.0,47.5,273.0,14,14,11,25,17,42,3,45,3,48,4,52,9,61,4,65,2,67,3,70,1,71,6,77,1,1.0,-1.000088900581841e-12,77.0,77.0,0.0,0.9999999999999742,0.0,0.0,0.0,0.020277777777777777,0.0,0.0
5245235118737864,retweet_tree_5245235118737864.json,357.0,324.0,0.907563025210084,5.783825182329737,18.75532065288605,1,3,16,3,0,0,134,0.034722222222222224,0.15222222222222223,0.24305555555555555,53.421052631578945,66.4088736853376,0.0,321.0,0.10838545472697286,0.0,33.0,128.6,12,12,13,25,13,38,36,74,9,83,12,95,6,101,11,112,9,121,3,124,4,128,6,134,1,1.0,-1.000088900581841e-12,134.0,134.0,0.0,0.9999999999999851,0.0,0.0,0.0,0.011944444444444445,0.0,0.0
5245250130152913,retweet_tree_5245250130152913.json,241.0,211.0,0.8755186721991701,5.356586274672012,18.873416405062684,1,3,17,3,0,0,91,0.01861111111111111,0.07583333333333334,0.12333333333333334,78.85555555555555,122.54618731193297,0.0,718.0,0.21693273918251788,3.0,32.5,180.70000000000016,26,26,11,37,10,47,7,54,5,59,8,67,4,71,3,74,2,76,6,82,1,83,8,91,2,1.065934065934066,0.2429923239099574,85.0,45.5,0.4340659340659341,0.8768264702330445,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0
5245292913888811,retweet_tree_5245292913888811.json,223.0,205.0,0.9192825112107623,5.327876168789581,18.87341650044561,1,3,19,3,0,0,103,0.06,0.13833333333333334,0.25583333333333336,69.8529411764706,87.2922067202713,0.0,476.0,0.11097552662115806,2.200000000000003,46.0,150.9,10,10,21,31,10,41,8,49,8,57,8,65,9,74,6,80,11,91,3,94,6,100,3,103,1,1.0,-1.000088900581841e-12,103.0,103.0,0.0,0.9999999999999807,0.0,0.0,0.0,0.005833333333333334,0.0,0.0
5245298176952414,retweet_tree_5245298176952414.json,308.0,260.0,0.8441558441558441,5.564520407322694,18.873416303320887,1,3,20,3,0,0,92,0.0875,0.15305555555555556,0.2836111111111111,78.47252747252747,99.9460668472115,0.0,629.0,0.1203548288033359,1.0,48.0,186.0,10,10,18,28,15,43,5,48,12,60,7,67,5,72,5,77,3,80,1,81,2,83,9,92,1,1.0,-1.000088900581841e-12,92.0,92.0,0.0,0.9999999999999785,0.0,0.0,0.0,0.010833333333333334,0.0,0.0
5245314199979593,retweet_tree_5245314199979593.json,234.0,194.0,0.8290598290598291,5.272999558563747,18.873415680152153,1,3,21,3,0,0,87,0.06888888888888889,0.11805555555555555,0.24194444444444443,78.29069767441861,84.3497516957884,0.0,358.0,0.03725428726268452,2.0,50.5,209.0,13,13,13,26,12,38,10,48,5,53,5,58,9,67,6,73,4,77,6,83,3,86,1,87,1,1.0,-1.000088900581841e-12,87.0,87.0,0.0,0.9999999999999771,0.0,0.0,0.0,0.016666666666666666,0.0,0.0
5245316416934065,retweet_tree_5245316416934065.json,316.0,296.0,0.9367088607594937,5.6937321388027,15.510856038414964,1,7,21,3,0,0,200,0.014166666666666666,0.017777777777777778,0.0625,35.36683417085427,52.314675108291254,0.0,442.0,0.19328865432141823,2.0,18.0,79.60000000000005,41,41,33,74,30,104,13,117,17,134,13,147,15,162,13,175,10,185,4,189,6,195,5,200,1,1.0,-1.000088900581841e-12,200.0,200.0,0.0,0.99999999999999,0.0,0.0,0.0,0.005833333333333334,0.0,0.0
5245326299501039,retweet_tree_5245326299501039.json,369.0,325.0,0.8807588075880759,5.786897381366708,18.755319915822184,1,3,22,3,0,1,95,0.0175,0.07472222222222222,0.22944444444444445,72.75531914893617,106.98594918385537,0.0,744.0,0.19044391058563734,2.3000000000000007,46.0,134.5,16,16,11,27,10,37,17,54,9,63,6,69,14,83,0,83,5,88,4,92,2,94,1,95,1,1.0,-1.000088900581841e-12,95.0,95.0,0.0,0.9999999999999791,0.0,0.0,0.0,0.005277777777777778,0.0,0.0
5245334169323839,retweet_tree_5245334169323839.json,285.0,242.0,0.8491228070175438,5.493061443340548,18.87341396961557,1,3,22,3,0,1,74,0.04833333333333333,0.0675,0.19055555555555556,96.56164383561644,144.3641691117474,1.0,901.0,0.1984118044112384,4.2,48.0,221.2,18,18,17,35,12,47,2,49,3,52,7,59,5,64,1,65,4,69,2,71,1,72,2,74,1,1.0,-1.000088900581841e-12,74.0,74.0,0.0,0.9999999999999731,0.0,0.0,0.0,0.019444444444444445,0.0,0.0
5245373842720679,retweet_tree_5245373842720679.json,372.0,248.0,0.6666666666666666,5.517452896464707,15.235464041376218,1,0,1,4,0,1,236,0.03972222222222222,0.04027777777777778,0.04083333333333333,21.66808510638298,176.9574309987995,0.0,2021.0,0.7818197225485509,0.0,0.0,0.0,232,232,0,232,0,232,1,233,0,233,0,233,1,234,1,235,1,236,0,236,0,236,0,236,1,1.0,-1.000088900581841e-12,236.0,236.0,0.0,0.9999999999999916,0.0,0.0,0.0,0.03944444444444444,0.0,0.0
5245518714506106,retweet_tree_5245518714506106.json,552.0,442.0,0.8007246376811594,6.093569770045136,18.755303793308773,1,3,10,4,0,0,110,0.09166666666666666,0.24333333333333335,0.37916666666666665,65.10091743119266,65.58472983972065,0.0,339.0,0.003702108216406086,4.0,47.0,158.20000000000005,6,6,10,16,10,26,5,31,7,38,10,48,14,62,12,74,6,80,6,86,13,99,11,110,2,1.0272727272727273,0.12513016439561356,107.0,36.666666666666664,0.6424242424242423,0.9466115702479166,0.0,0.0,0.0,0.0275,0.0,0.0
5245535628035338,retweet_tree_5245535628035338.json,223.0,190.0,0.852017937219731,5.25227342804663,18.75530347128522,1,3,11,4,0,0,51,0.04472222222222222,0.14,0.38027777777777777,133.26,137.65504858159036,0.0,646.0,0.016222976924320745,5.9,90.5,290.4,11,11,6,17,8,25,6,31,4,35,2,37,2,39,4,43,2,45,4,49,1,50,1,51,1,1.0,-1.000088900581841e-12,51.0,51.0,0.0,0.9999999999999607,0.0,0.0,0.0,0.017777777777777778,0.0,0.0
5245689232884191,retweet_tree_5245689232884191.json,397.0,263.0,0.6624685138539043,5.575949103146316,15.235468150697209,1,0,22,4,0,1,258,0.025833333333333333,0.02638888888888889,0.026944444444444444,25.91828793774319,290.3383460565331,0.0,4242.0,0.836093316934422,0.0,0.0,1.0,256,256,0,256,0,256,0,256,0,256,0,256,0,256,0,256,1,257,0,257,0,257,1,258,1,1.0,-1.000088900581841e-12,258.0,258.0,0.0,0.999999999999992,0.0,0.0,0.0,0.025277777777777777,0.0,0.0
